,CITATION NUMBER,OFF FROM DATE,OFF TIME,RACE-ORIGIN CODE,CASE PARTY SEX,REASON FOR STOP,RACE KNOWN,VL STREET NAME,MSEARCH Y/N,MSEARCH TYPE,MSEARCH FOUND,latitude,longitude
1350,14049164.0,04/30/2015 12:00:00 AM,15:00:00,H,F,1.0,N,1900 BLOCK WEST PARMER LANE,N,,,30.414461,-97.69301
1351,14049165.0,04/30/2015 12:00:00 AM,15:10:00,W,M,1.0,N,1900 BLOCK WEST PARMER LANE,N,,,30.414461,-97.69301
1352,14049580.0,05/19/2015 12:00:00 AM,12:00:00,W,M,1.0,N,3700 RANCH ROAD 2222,N,,,30.342314,-97.763885
1353,14049708.0,01/07/2015 12:00:00 AM,10:58:00,H,F,8.0,Y,1400 BLOCK KOENIG LANE,N,,,30.330904,-97.73163
1354,14049709.0,01/13/2015 12:00:00 AM,7:45:00,H,M,1.0,N,SUSQUEHANNA LANE,N,,,30.3150698,-97.66638309999999
1355,14049710.0,04/13/2015 12:00:00 AM,8:49:00,ME,F,8.0,Y,400 EAST ANDERSON LANE,N,,,30.34213,-97.702835
1356,14049711.0,02/08/2015 12:00:00 AM,14:43:00,H,F,8.0,Y,5400 BLOCK N IH 35,N,,,30.3146134,-97.705692
1357,14049712.0,01/26/2015 12:00:00 AM,9:14:00,H,M,1.0,Y,5900 NORTH LAMAR BOULEVARD,N,,,30.327927,-97.725136
1358,14049713.0,03/28/2015 12:00:00 AM,12:37:00,H,M,8.0,Y,8100 BLOCK I H 35 SERVICE ROAD,N,,,30.1687083,-97.7854188
1359,14049714.0,05/07/2015 12:00:00 AM,10:55:00,H,F,,Y,CAMERON ROAD,N,,,30.3290729,-97.69044269999999
1360,14049715.0,02/24/2015 12:00:00 AM,7:42:00,W,F,8.0,Y,200 WEST HUTLAND DRIVE,N,,,30.3308422,-97.71443029999999
1361,14049898.0,04/20/2015 12:00:00 AM,15:08:00,B,M,1.0,N,9500 BLOCK FREIGHT LANE,N,,,30.2135863,-97.66987230000001
1362,14050086.0,01/24/2015 12:00:00 AM,7:20:00,W,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1363,14050087.0,01/24/2015 12:00:00 AM,7:15:00,B,F,1.0,N,5500 BLOCK NORTH IH-35,N,,,30.3143301,-97.70859759999999
1364,14050088.0,01/24/2015 12:00:00 AM,7:45:00,H,M,1.0,N,100 BLOCK WEST BRAKER,N,,,30.379057,-97.68133
1365,14050089.0,01/24/2015 12:00:00 AM,7:59:00,B,F,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1366,14050090.0,01/24/2015 12:00:00 AM,8:15:00,H,M,1.0,N,100 BLOCK WEST BRAKER,N,,,30.379057,-97.68133
1367,14050091.0,01/24/2015 12:00:00 AM,8:30:00,H,M,1.0,N,100 BLOCK WEST BRAKER,N,,,30.379057,-97.68133
1368,14050092.0,01/24/2015 12:00:00 AM,6:45:00,B,M,1.0,N,100 BLOCK WEST BRAKER,N,,,30.379057,-97.68133
1369,14050093.0,01/24/2015 12:00:00 AM,8:50:00,W,M,1.0,N,100 BLOCK WEST BRAKER,N,,,30.379057,-97.68133
1370,14050094.0,01/24/2015 12:00:00 AM,9:05:00,B,M,1.0,N,100 BLOCK WEST BRAKER,N,,,30.379057,-97.68133
1371,14050095.0,01/24/2015 12:00:00 AM,9:20:00,B,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1372,14050096.0,01/09/2015 12:00:00 AM,17:20:00,W,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1373,14050097.0,01/09/2015 12:00:00 AM,17:35:00,A,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1374,14050098.0,01/12/2015 12:00:00 AM,6:20:00,W,M,1.0,N,100 BLOCK WEST BRKAER LANE,N,,,30.379057,-97.68133
1375,14050099.0,01/12/2015 12:00:00 AM,6:38:00,A,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1376,14050100.0,01/12/2015 12:00:00 AM,6:47:00,H,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1377,14050101.0,01/12/2015 12:00:00 AM,6:58:00,H,M,1.0,N,100 BLOCK WEST BRKAER LANE,N,,,30.379057,-97.68133
1378,14050102.0,01/24/2015 12:00:00 AM,6:20:00,A,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1379,14050103.0,01/24/2015 12:00:00 AM,6:35:00,B,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1380,14050104.0,01/24/2015 12:00:00 AM,6:48:00,H,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1381,14050105.0,01/24/2015 12:00:00 AM,6:59:00,H,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1382,14050110.0,01/09/2015 12:00:00 AM,16:15:00,B,F,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1383,14050111.0,01/09/2015 12:00:00 AM,16:25:00,ME,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1384,14050112.0,01/09/2015 12:00:00 AM,16:35:00,W,F,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1385,14050113.0,01/09/2015 12:00:00 AM,16:45:00,B,F,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1386,14050114.0,01/09/2015 12:00:00 AM,16:59:00,A,M,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1387,14050115.0,01/09/2015 12:00:00 AM,17:10:00,W,F,1.0,N,100 BLOCK WEST BRAKER LANE,N,,,30.379057,-97.68133
1388,14050143.0,02/21/2015 12:00:00 AM,21:56:00,H,M,1.0,N,EAST WILLIAM CANNON AT IH 35,N,,,30.1907178,-97.7708475
1389,14050144.0,02/27/2015 12:00:00 AM,20:51:00,H,M,1.0,N,5500 BLOCK NUCKOLS CROSSING ROAD,N,,,30.1909466,-97.74031749999999
1390,14050444.0,10/22/2015 12:00:00 AM,22:40:00,H,M,1.0,N,WEST SLAUGHTER,N,,,30.182426,-97.84734519999999
1391,14050445.0,10/23/2015 12:00:00 AM,5:06:00,W,F,1.0,N,SOUTH IH35 SERVICE ROAD,N,,,30.163413,-97.78912600000001
1392,14050675.0,02/18/2015 12:00:00 AM,12:50:00,H,M,1.0,N,7500 BLOCK WEST US HIGHWAY,N,,,30.328463,-97.92577
1393,14050926.0,02/07/2015 12:00:00 AM,3:12:00,W,F,1.0,N,2900 BLOCK WEST SLAUGHTER LANE,N,,,30.17828,-97.83884
1394,14050927.0,02/07/2015 12:00:00 AM,23:08:00,W,F,1.0,N,700 BLOCK WEST SLAUGHTER LANE,N,,,30.174091,-97.80213
1395,14050928.0,03/18/2015 12:00:00 AM,22:35:00,W,F,1.0,N,WEST WILLIAM CANNON DRIVE,N,,,30.2131025,-97.8285985
1396,14050929.0,03/19/2015 12:00:00 AM,3:52:00,W,M,1.0,N,6400 BLOCK MANCHACA ROAD,N,,,30.208511,-97.80491
1397,14050930.0,03/22/2015 12:00:00 AM,23:14:00,H,M,1.0,Y,6500 BLOCK CIRCLE S ROAD,Y,1.0,5.0,30.19387,-97.77734
1398,14050931.0,04/05/2015 12:00:00 AM,1:22:00,H,M,1.0,N,6400 BLOCK SOUTH IH 35 SERVICE ROAD,N,,,30.1921141,-97.77034450000001
1399,14050932.0,04/18/2015 12:00:00 AM,0:05:00,H,M,1.0,N,7500 BLOCK BRODIE LANE,N,,,30.20787,-97.83454
1400,14050933.0,04/30/2015 12:00:00 AM,22:24:00,H,M,1.0,N,9400 BLOCK BRODIE LANE,N,,,30.190609,-97.84533
1401,14050934.0,04/30/2015 12:00:00 AM,23:37:00,W,M,1.0,N,2700 BLOCK WEST WILLIAM CANNON DRIVE,N,,,30.207672,-97.816444
1402,14050935.0,05/25/2015 12:00:00 AM,21:40:00,H,M,1.0,N,EAST WILLIAM CANNON,N,,,30.1766708,-97.74427039999999
1403,14051191.0,04/02/2015 12:00:00 AM,14:08:00,W,M,5.0,N,6900 BLOCK MANCHACA ROAD,Y,3.0,6.0,30.202822,-97.80694
1404,14051192.0,04/10/2015 12:00:00 AM,11:13:00,H,M,5.0,N,11200 BLOCK SOUTH IH 35 SERVICE ROAD,N,,,30.1394976,-97.79728399999999
1405,14051193.0,04/16/2015 12:00:00 AM,7:50:00,W,F,1.0,N,9900 BLOCK MANCHACA ROAD,N,,,30.173674,-97.82376
1406,14051194.0,06/02/2015 12:00:00 AM,0:00:00,W,F,5.0,N,5600 BLK SOUTH CONGRESS,N,,,30.204746,-97.775622
1407,14051313.0,01/21/2015 12:00:00 AM,23:13:00,W,,1.0,N,1000 BLOCK WEST OLTORF,N,,,30.2442424,-97.7645364
1408,14051314.0,01/24/2015 12:00:00 AM,2:11:00,H,M,8.0,Y,700 BLOCK EAST ST JOHNS,Y,5.0,5.0,30.333023,-97.704636
1409,14051315.0,02/08/2015 12:00:00 AM,21:25:00,W,M,1.0,N,100 BLOCK SOUTH 1ST STREET,N,,,30.262083,-97.74831
1410,14051385.0,03/19/2015 12:00:00 AM,20:45:00,W,F,1.0,N,6200 BLOCK SOUTH IH 35,N,,,30.1941882,-97.7691292
1411,14051395.0,04/01/2015 12:00:00 AM,1:28:00,B,M,1.0,N,900 BARTON SKYWAY,N,,,30.235561,-97.76851
1412,14051396.0,01/19/2015 12:00:00 AM,23:04:00,H,M,1.0,N,2200 BLOCK WEST SLAUGHTER,N,,,30.17385,-97.8264
1413,14051474.0,01/08/2015 12:00:00 AM,13:35:00,W,M,1.0,N,EAST STASSNEY LANE,N,,,30.1939307,-97.7460432
1414,14051475.0,03/10/2015 12:00:00 AM,7:33:00,W,M,1.0,N,1600 BLOCK WEST SLAUGHTER LANE,N,,,30.173916,-97.81905
1415,14051809.0,01/13/2015 12:00:00 AM,8:45:00,H,M,1.0,N,MONTEREY OAKS BOULEVARD,N,,,30.2306097,-97.8370339
1416,14051810.0,01/18/2015 12:00:00 AM,9:15:00,W,F,1.0,N,1100 BLOCK WINSTEAD,N,,,30.28329,-97.76683
1417,14051811.0,01/18/2015 12:00:00 AM,9:30:00,W,F,1.0,N,5800 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.338705,-97.75513
1418,14051812.0,01/18/2015 12:00:00 AM,9:50:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1419,14051813.0,01/18/2015 12:00:00 AM,10:10:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1420,14051814.0,01/18/2015 12:00:00 AM,10:20:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1421,14051815.0,01/18/2015 12:00:00 AM,10:55:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC BOULEVARD,N,,,30.1734419,-97.8883005
1422,14051816.0,01/18/2015 12:00:00 AM,11:10:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC BOULEVARD,N,,,30.1734419,-97.8883005
1423,14051817.0,01/18/2015 12:00:00 AM,16:25:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC BOULEVARD,N,,,30.1734419,-97.8883005
1424,14051818.0,01/18/2015 12:00:00 AM,11:45:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC BOULEVARD,N,,,30.1734419,-97.8883005
1425,14051819.0,01/18/2015 12:00:00 AM,12:05:00,W,M,1.0,N,1900 BLOCK WEST BEN WHITE BOULEVARD,N,,,30.229141,-97.78743
1426,14051820.0,01/18/2015 12:00:00 AM,12:25:00,W,F,1.0,N,SOUTH MOPAC AT WILLIAM CANNON DRIVE,N,,,30.2792988,-97.7674736
1427,14051821.0,01/18/2015 12:00:00 AM,13:00:00,O,F,1.0,N,5600 BLOCK SOUTH MOPAC BOULEVARD,N,,,30.1734419,-97.8883005
1428,14051822.0,01/18/2015 12:00:00 AM,13:15:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1429,14051823.0,01/18/2015 12:00:00 AM,13:35:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC BOUEVARD,N,,,30.1734419,-97.8883005
1430,14052407.0,02/06/2015 12:00:00 AM,21:10:00,H,F,1.0,N,5400 PINE PLACE,N,,,30.197197,-97.75063
1431,14052408.0,02/20/2015 12:00:00 AM,0:10:00,W,F,1.0,N,1000 BLOCK WEST STASSNEY LANE,N,,,30.209427,-97.78466
1432,14052409.0,03/13/2015 12:00:00 AM,22:54:00,W,F,1.0,N,8800 BLOCK SOUTH CONGRESS AVENUE,N,,,30.167805,-97.78855
1433,14052410.0,03/14/2015 12:00:00 AM,22:59:00,H,M,1.0,N,400 WILLIAM CANNON DRIVE,N,,,30.192074,-97.775505
1434,14052411.0,04/25/2015 12:00:00 AM,23:45:00,B,M,1.0,N,500 BLOCK EAST WILLIAM CANNON DRIVE,N,,,30.191809,-97.774605
1435,14052412.0,04/26/2015 12:00:00 AM,3:15:00,H,M,1.0,N,4100 BLOCK FELTER LANE,N,,,30.197342,-97.705185
1436,14052413.0,04/26/2015 12:00:00 AM,23:14:00,H,F,1.0,N,8500 BLOCK MANCHACA ROAD,N,,,30.18702,-97.815636
1437,14052414.0,05/03/2015 12:00:00 AM,22:30:00,H,F,1.0,N,400 BLOCK WEST WILLIAM CANNON DRIVE,N,,,30.195793,-97.785126
1438,14052415.0,07/15/2015 12:00:00 AM,9:50:00,W,F,1.0,N,2600 BLOCK GUADALUPE STREET,N,,,30.290491,-97.741295
1439,14052431.0,03/24/2015 12:00:00 AM,18:24:00,H,M,1.0,N,5300 EMERALD FOREST DRIVE,N,,,30.215345,-97.78584
1440,14052432.0,04/04/2015 12:00:00 AM,15:18:00,H,F,5.0,Y,500 BLOCK SOUTH LAMAR BOULEVARD,N,,,30.260818,-97.75856
1441,14052434.0,05/15/2015 12:00:00 AM,20:00:00,W,M,5.0,N,WEST OLTORF STREET,N,,,30.2430643,-97.76226869999999
1442,14052435.0,05/27/2015 12:00:00 AM,21:30:00,W,F,5.0,Y,700 BLOCK WOODWARD STREET,N,,,30.225533,-97.75147
1443,14052449.0,01/31/2015 12:00:00 AM,18:02:00,H,M,5.0,N,2000 BLOCK EAST STASSNEY LANE,N,,,30.195196,-97.75819
1444,14052452.0,08/14/2015 12:00:00 AM,18:07:00,W,M,5.0,Y,700 BLOCK WEST STASSNEY LANE,Y,5.0,5.0,30.208557,-97.781525
1445,14052454.0,09/16/2015 12:00:00 AM,18:12:00,W,F,5.0,N,1900 BLOCK WEST SLAUGHTER,N,,,30.17385,-97.8225
1446,14052515.0,04/20/2015 12:00:00 AM,17:46:00,W,F,1.0,N,4500 BLOCK VINSOR DRIVE,N,,,30.3024785,-97.7795829
1447,14052726.0,05/23/2015 12:00:00 AM,16:45:00,B,F,1.0,N,4700 BLOCK SOUTH CONGRESS,N,,,30.2157004,-97.7688783
1448,14052727.0,06/14/2015 12:00:00 AM,19:45:00,ME,M,5.0,Y,ESCARPMENT BOULVARD,N,,,30.1942044,-97.8843213
1449,14052729.0,06/20/2015 12:00:00 AM,15:45:00,B,F,5.0,N,4500 SOUTH IH 35,N,,,30.2108383,-97.7561633
1450,14052730.0,06/30/2015 12:00:00 AM,21:30:00,W,F,5.0,N,SOUTH LAMAR,N,,,30.2452745,-97.7800123
1451,14052731.0,07/30/2015 12:00:00 AM,19:00:00,H,M,5.0,N,600 SOUTH MOPAC EXPRESSWAY SERVICE ROAD,N,,,30.2576748,-97.7513005
1452,14052733.0,01/11/2015 12:00:00 AM,16:15:00,W,F,5.0,N,4100 BLOCK SOUTH CAPITAL OF TEXAS HIGHWA,N,,,30.240086,-97.80022
1453,14052734.0,05/12/2015 12:00:00 AM,17:30:00,W,M,1.0,N,SOUTH LAMAR,N,,,30.2452745,-97.7800123
1454,14052766.0,01/11/2015 12:00:00 AM,14:39:00,H,F,5.0,N,3600 BLOCK SOUTH CAPITAL OF TEXAS HIGHWA,N,,,30.24539,-97.80285
1455,14052767.0,03/28/2015 12:00:00 AM,16:11:00,H,M,5.0,N,7900 BLOCK WEST HIGHWAY 71,N,,,30.243612,-97.8837
1456,14052768.0,03/29/2015 12:00:00 AM,13:45:00,W,M,5.0,N,TREADWELL STREET,N,,,30.2577015,-97.7647685
1457,14052771.0,05/01/2015 12:00:00 AM,16:40:00,W,M,5.0,N,SOUTH CONGRESS AVENUE,N,,,30.2133147,-97.7700095
1458,14052772.0,07/31/2015 12:00:00 AM,17:00:00,H,F,5.0,N,SOUTH CONGRESS AVENUE AT RAMBLE LANE,N,,,30.208864,-97.77279
1459,14052774.0,09/19/2015 12:00:00 AM,16:10:00,H,M,5.0,N,400 BLOCK EAST BEN WHITE BOULEVARD,N,,,30.220478,-97.758224
1460,14052775.0,09/27/2015 12:00:00 AM,16:52:00,W,M,5.0,N,4400 BLOCK SOUTH I H 35,N,,,30.2118501,-97.75673739999999
1461,14052826.0,03/22/2015 12:00:00 AM,22:49:00,H,M,1.0,N,700 BLOCK OF WEST SAINT ELMO ROAD,N,,,30.27124,-97.75024
1462,14052827.0,03/23/2015 12:00:00 AM,2:18:00,W,M,1.0,N,1600 BLOCK VIRGINIA AVENUE,N,,,30.261244,-97.76257
1463,14052838.0,07/12/2015 12:00:00 AM,22:11:00,W,M,1.0,N,100 BLOCK EAST STASSNEY,N,,,30.204731,-97.77445
1464,14052839.0,07/12/2015 12:00:00 AM,22:11:00,B,F,1.0,N,100 BLOCK EAST STASSNEY LANE,N,,,30.204731,-97.77445
1465,14052843.0,12/07/2015 12:00:00 AM,7:25:00,W,M,5.0,N,5600 BLOCK SOUTH CONGRESS AVENUE,N,,,30.204746,-97.775622
1466,14052844.0,12/07/2015 12:00:00 AM,7:25:00,W,F,5.0,N,5600 BLOCK SOUTH CONGRESS AVENUE,N,,,30.204746,-97.775622
1467,14053046.0,01/31/2015 12:00:00 AM,12:50:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC,N,,,30.1734419,-97.8883005
1468,14053047.0,04/04/2015 12:00:00 AM,10:08:00,B,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1469,14053048.0,04/04/2015 12:00:00 AM,10:36:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1470,14053049.0,04/04/2015 12:00:00 AM,11:04:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1471,14053050.0,04/04/2015 12:00:00 AM,11:41:00,A,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1472,14053051.0,04/04/2015 12:00:00 AM,11:56:00,O,F,1.0,N,5600 BLOCK SOUTH MOPAC EXRPESSWAY,N,,,30.1734419,-97.8883005
1473,14053052.0,04/04/2015 12:00:00 AM,12:14:00,H,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1474,14053053.0,04/04/2015 12:00:00 AM,12:34:00,H,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1475,14053054.0,04/04/2015 12:00:00 AM,12:52:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1476,14053055.0,04/04/2015 12:00:00 AM,13:13:00,B,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1477,14053546.0,03/02/2015 12:00:00 AM,15:25:00,H,F,1.0,N,5600 BLOCK SOUTH MOPAC,N,,,30.1734419,-97.8883005
1478,14053547.0,03/02/2015 12:00:00 AM,15:50:00,W,F,1.0,N,5700 BLOCK SOUTH MOPAC,N,,,30.2280181,-97.8313094
1479,14053548.0,03/02/2015 12:00:00 AM,16:10:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC,N,,,30.1734419,-97.8883005
1480,14053549.0,03/02/2015 12:00:00 AM,16:25:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC,N,,,30.1734419,-97.8883005
1481,14053550.0,03/12/2015 12:00:00 AM,13:15:00,W,F,1.0,N,2300 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.38088,-97.73702499999999
1482,14053551.0,04/04/2015 12:00:00 AM,0:00:00,W,M,1.0,N,5600 SOUTH MOPAC,N,,,30.1734419,-97.8883005
1483,14053552.0,04/04/2015 12:00:00 AM,8:35:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1484,14053553.0,04/04/2015 12:00:00 AM,8:55:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1485,14053554.0,04/04/2015 12:00:00 AM,9:23:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1486,14053555.0,04/04/2015 12:00:00 AM,9:46:00,A,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1487,14053556.0,03/02/2015 12:00:00 AM,11:45:00,B,F,1.0,N,7600 NORTH MOPAC EXPRESSWAY,N,,,30.357594,-97.74656
1488,14053557.0,03/02/2015 12:00:00 AM,12:20:00,W,F,1.0,N,2200 BLOCK NORTH MOPAC EXPRESSWAY,N,,,30.38088,-97.73702499999999
1489,14053558.0,03/02/2015 12:00:00 AM,12:40:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1490,14053559.0,03/02/2015 12:00:00 AM,13:00:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1491,14053560.0,03/02/2015 12:00:00 AM,13:20:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1492,14053561.0,03/02/2015 12:00:00 AM,13:45:00,W,F,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1493,14053562.0,03/02/2015 12:00:00 AM,14:05:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1494,14053563.0,03/02/2015 12:00:00 AM,14:25:00,W,F,1.0,N,2400 BLOCK WEST BEN WHITE BOULEVARD,N,,,30.232489,-97.79447
1495,14053564.0,03/02/2015 12:00:00 AM,14:40:00,H,M,1.0,N,5800 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.338705,-97.75513
1496,14053565.0,03/02/2015 12:00:00 AM,15:00:00,W,M,1.0,N,5600 BLOCK SOUTH MOPAC EXPRESSWAY,N,,,30.1734419,-97.8883005
1497,14053826.0,09/04/2015 12:00:00 AM,15:08:00,B,M,1.0,N,300 BLOCK EAST RUNBERG LANE,N,,,30.3604985,-97.69209649999999
1498,14053828.0,12/29/2015 12:00:00 AM,10:05:00,W,M,1.0,N,KRAMER LANE,N,,,30.3871324,-97.7070724
1499,14053829.0,12/29/2015 12:00:00 AM,13:44:00,W,M,1.0,N,9600 BLOCK NORTH LAMAR BOULEVARD,N,,,30.365393,-97.69572
1500,14053830.0,12/29/2015 12:00:00 AM,13:44:00,H,M,1.0,N,9600 NORTH LAMAR BOULEVARD,N,,,30.365393,-97.69572
1501,14053970.0,03/03/2015 12:00:00 AM,16:47:00,H,F,1.0,N,3600 BLOCK LOYOLA LANE,N,,,30.3101104,-97.66720199999999
1502,14053992.0,01/26/2015 12:00:00 AM,9:22:00,B,M,5.0,N,1400 BLOCK WEST KOENIG LANE,N,,,30.330904,-97.73163
1503,14053993.0,02/07/2015 12:00:00 AM,12:07:00,B,M,8.0,N,2300 BLOCK JUSTIN LANE,N,,,30.345043,-97.73676
1504,14053994.0,03/05/2015 12:00:00 AM,7:40:00,W,M,1.0,N,NORTH LAMAR BOULEVARD,N,,,30.3457517,-97.714049
1505,14054111.0,01/17/2015 12:00:00 AM,14:33:00,W,F,5.0,N,200 BLOCK WEST CESAR CHAVEZ,N,,,30.263792,-97.7459
1506,14054225.0,07/29/2015 12:00:00 AM,17:12:00,W,F,1.0,N,700 BLOCK EAST 7TH STREET,N,,,30.267073,-97.735664
1507,14054261.0,05/11/2015 12:00:00 AM,20:45:00,W,F,1.0,N,WEST BEN WHITE,N,,,30.2272657,-97.7753755
1508,14054365.0,01/09/2015 12:00:00 AM,20:09:00,W,M,1.0,N,4000 BLOCK WEST PARMER LANE,N,,,30.425652,-97.7153
1509,14054523.0,01/05/2015 12:00:00 AM,15:45:00,H,M,1.0,N,8900 BLOCK SOUTH IH 35,N,,,30.1669922,-97.7869391
1510,14054524.0,01/12/2015 12:00:00 AM,17:08:00,H,M,1.0,N,2600 BLOCK SOUTH IH 35,N,,,30.2302908,-97.7441011
1511,14054529.0,04/16/2015 12:00:00 AM,14:09:00,W,F,8.0,N,3200 BLOCK SOUTH IH 35,N,,,30.225329,-97.747274
1512,14054530.0,08/19/2015 12:00:00 AM,21:56:00,H,F,1.0,Y,4900 BLOCK SOUTH IH 35,Y,2.0,4.0,30.2067483,-97.7588699
1513,14054531.0,08/25/2015 12:00:00 AM,22:01:00,H,M,9.0,N,RIVERSIDE DRIVE,N,,,30.2313978,-97.7166548
1514,14054532.0,09/28/2015 12:00:00 AM,20:40:00,H,M,1.0,Y,13000 BLOCK SOUTH IH 35,N,,,30.1138979,-97.80707819999999
1515,14054533.0,09/30/2015 12:00:00 AM,13:47:00,W,F,1.0,N,10400 BLOCK OF NORTH IH 35,N,,,30.1515364,-97.7924424
1516,14054534.0,10/01/2015 12:00:00 AM,14:20:00,H,M,1.0,N,10400 BLOCK NORTH IH 35,N,,,30.4367853,-97.66923039999999
1517,14054535.0,10/06/2015 12:00:00 AM,22:26:00,H,M,1.0,N,6900 BLOCK SOUTH IH 35,Y,2.0,5.0,30.1875529,-97.7735484
1518,14054793.0,01/04/2015 12:00:00 AM,15:00:00,B,M,5.0,N,SOUTH CONGRESS AVENUE,N,,,30.2133147,-97.7700095
1519,14054794.0,01/05/2015 12:00:00 AM,20:43:00,W,M,5.0,N,2200 BLOCK SOUTH CAPITAL OF TEXAS HIGHWA,N,,,30.264841,-97.81777
1520,14055334.0,05/05/2015 12:00:00 AM,13:07:00,W,M,1.0,N,6918 BLOCK BURNET ROAD,N,,,30.345661,-97.73736
1521,14055344.0,05/05/2015 12:00:00 AM,7:32:00,W,F,1.0,N,2400 BLOCK BARTON SPRINGS ROAD,N,,,30.2686236,-97.77154
1522,14055345.0,05/12/2015 12:00:00 AM,8:30:00,W,M,1.0,N,2400 BLOCK BARTON SPRINGS ROAD,N,,,30.2686236,-97.77154
1523,14055960.0,02/25/2015 12:00:00 AM,6:26:00,W,M,5.0,N,12100 SAMSUNG BOULEVARD,N,,,30.37608,-97.63167
1524,14055961.0,02/26/2015 12:00:00 AM,15:45:00,W,M,1.0,N,12000 BLOCK NORTH IH 35 SERVICE ROAD,N,,,30.3951399,-97.67256929999999
1525,14055962.0,07/17/2015 12:00:00 AM,17:53:00,H,F,1.0,N,NORTH I H 35 SERVICE ROAD,N,,,30.3747519,-97.6764406
1526,14055963.0,10/14/2015 12:00:00 AM,11:44:00,H,F,5.0,N,PARKFIELD DRIVE,N,,,30.3745632,-97.7012008
