,CITATION NUMBER,OFF FROM DATE,OFF TIME,RACE-ORIGIN CODE,CASE PARTY SEX,REASON FOR STOP,RACE KNOWN,VL STREET NAME,MSEARCH Y/N,MSEARCH TYPE,MSEARCH FOUND,latitude,longitude
420,13900106.0,04/23/2015 12:00:00 AM,6:20:00,W,M,1.0,N,2200 BLOCK OF ED BLUESTEIN BOULEVARD,N,,,30.260239,-97.674934
421,13900107.0,06/09/2015 12:00:00 AM,8:53:00,H,F,1.0,N,MCNEIL DRIVE,Y,3.0,5.0,30.4456744,-97.7364116
422,13900108.0,09/22/2015 12:00:00 AM,14:00:00,O,M,1.0,N,8400 BLOCK RESEARCH BOULEVARD,N,,,30.3577476,-97.71717559999999
423,13901744.0,04/25/2015 12:00:00 AM,20:40:00,A,M,1.0,N,SPIRIT OF TEXAS DRIVE,N,,,30.21142469999999,-97.66753159999999
424,13901745.0,05/10/2015 12:00:00 AM,22:39:00,W,M,1.0,N,3000 BLOCK SPIRIT OF TEXAS DRIVE,N,,,30.210384,-97.66885
425,13901746.0,06/27/2015 12:00:00 AM,19:28:00,H,M,1.0,N,2400 BLOCK EAST HIGHWAY 71 SERVICE ROAD,N,,,30.2145231,-97.661884
426,13901747.0,08/29/2015 12:00:00 AM,21:54:00,H,M,1.0,N,9500 BLOCK HOTEL DRIVE,N,,,30.2111868,-97.6621534
427,13901748.0,09/17/2015 12:00:00 AM,23:32:00,W,M,1.0,N,SPIRIT OF TEXAS DRIVE,N,,,30.21142469999999,-97.66753159999999
428,13901749.0,09/22/2015 12:00:00 AM,22:13:00,H,,1.0,N,SPIRIT OF TEXAS DRIVE,N,,,30.21142469999999,-97.66753159999999
429,13902493.0,06/07/2015 12:00:00 AM,11:46:00,W,F,5.0,N,1100 BLOCK EAST 38TH  1/2 STREET,N,,,30.2947399,-97.719352
430,13902494.0,09/12/2015 12:00:00 AM,9:50:00,H,M,5.0,N,1100 BLOCK AIRPORT BOULEVARD,N,,,30.265696,-97.69555
431,13902495.0,11/07/2015 12:00:00 AM,11:31:00,H,F,5.0,N,1811 BLOCK SPRINGDALE ROAD,N,,,30.284925,-97.68323
432,13902496.0,11/15/2015 12:00:00 AM,11:26:00,H,M,1.0,N,BLOCK ROBERT T MARTINEZ,N,,,30.2559795,-97.7207767
433,13902625.0,04/17/2015 12:00:00 AM,20:04:00,H,M,1.0,N,1300 BLOCK EAST CESAR CHAVEZ STREET,N,,,30.259544,-97.731544
434,13902626.0,04/21/2015 12:00:00 AM,18:13:00,A,M,5.0,N,EAST RIVERSIDE DRIVE,N,,,30.2313978,-97.7166548
435,13902627.0,04/23/2015 12:00:00 AM,17:13:00,W,F,5.0,N,EAST 2ND STREET,N,,,30.2587117,-97.7262368
436,13902660.0,04/29/2015 12:00:00 AM,18:15:00,H,M,1.0,N,2ND STREET,N,,,30.2654153,-97.7481323
437,13902661.0,06/08/2015 12:00:00 AM,13:38:00,W,M,1.0,N,110 BLOCK NORTH IH 35 SERVICE ROAD,N,,,30.5081518,-97.6865693
438,13902662.0,06/08/2015 12:00:00 AM,15:55:00,H,F,1.0,N,100 BLOCK COMAL STREET,N,,,30.25857,-97.72866
439,13902663.0,06/09/2015 12:00:00 AM,13:50:00,B,M,1.0,N,CESAR CHAVEZ,N,,,30.2563647,-97.7335226
440,13902664.0,06/09/2015 12:00:00 AM,16:40:00,W,F,1.0,N,2ND STREET AT,N,,,30.2654153,-97.7481323
441,13902665.0,06/13/2015 12:00:00 AM,23:30:00,H,M,5.0,N,4TH STREET,N,,,30.2681057,-97.75018659999999
442,13902666.0,08/09/2015 12:00:00 AM,0:26:00,B,M,1.0,N,BRUSHY STREET,N,,,30.263631,-97.734359
443,13902667.0,11/07/2015 12:00:00 AM,20:00:00,A,M,1.0,N,GUADALUPE STREET,N,,,30.3128316,-97.731653
444,13902668.0,11/07/2015 12:00:00 AM,23:44:00,H,F,,N,1100 BLOCK NORTH I H 35,N,,,30.5185875,-97.68973009999999
445,13902669.0,11/16/2015 12:00:00 AM,14:15:00,H,F,1.0,N,WEST HOME PLACE AT,N,,,30.3562147,-97.6975145
446,13903898.0,11/18/2015 12:00:00 AM,12:30:00,H,M,8.0,Y,5200 BLOCK GUADALUPE STREET,Y,3.0,5.0,30.318495,-97.72789
447,13904260.0,10/17/2015 12:00:00 AM,15:09:00,W,M,1.0,N,EAST CESAR CHAVEZ STREET,N,,,30.2557422,-97.72070889999999
448,13904261.0,10/17/2015 12:00:00 AM,15:15:00,H,M,1.0,N,EAST CESAR CHAVEZ STREET AT,N,,,30.2557422,-97.72070889999999
449,13906269.0,07/13/2015 12:00:00 AM,14:05:00,W,M,1.0,Y,IH 35 SERVICE ROAD,N,,,30.4122579,-97.67458789999999
450,13907011.0,03/27/2015 12:00:00 AM,17:03:00,H,F,5.0,N,3000 BLOCK EAST MARTIN LUTHER KING JUNIO,N,,,30.282324,-97.705475
451,13907020.0,07/10/2015 12:00:00 AM,21:54:00,H,M,1.0,N,1800 BLOCK WEST PARMER LANE,N,,,30.413324,-97.69071
452,13908512.0,07/07/2015 12:00:00 AM,22:40:00,W,M,1.0,N,EAST 4TH STREET,N,,,30.2597961,-97.7234017
453,13908617.0,04/13/2015 12:00:00 AM,19:30:00,W,F,1.0,N,9600 BLOCK TO 10000 BLOCK MANY STRAIGHT,N,,,30.2873251,-97.7423781
454,13909957.0,11/10/2015 12:00:00 AM,5:55:00,W,F,1.0,N,2100 BLOCK PARK BEND DRIVE,N,,,30.408,-97.70084
455,13912647.0,08/16/2015 12:00:00 AM,22:50:00,H,M,1.0,N,WEST BEN WHITE BOULEVARD,N,,,30.2272657,-97.7753755
456,13912648.0,08/24/2015 12:00:00 AM,19:05:00,H,M,1.0,N,5400 BLOCK SOUTH CONGRESS,N,,,30.2075327,-97.77407
457,13912649.0,12/01/2015 12:00:00 AM,21:50:00,W,M,1.0,N,EAST 7TH STREET,N,,,30.2617417,-97.7187189
458,13913435.0,11/16/2015 12:00:00 AM,0:00:00,B,F,1.0,N,1400 BLOCK EAST YAGER,N,,,30.389662,-97.65665
459,13913746.0,12/14/2015 12:00:00 AM,13:35:00,W,F,1.0,N,6500 BLOCK EAST US HIGHTWAY 290,N,,,30.23445269999999,-97.86317
460,13913992.0,09/26/2015 12:00:00 AM,19:10:00,W,F,1.0,N,6000 BLOCK AIRPORT BOULEVARD,N,,,30.32416,-97.71582
461,13913993.0,09/26/2015 12:00:00 AM,20:13:00,H,M,1.0,N,600 BLOCK EAST KOENIG LANE SERVICE ROAD,N,,,30.32361,-97.723976
462,13913994.0,09/26/2015 12:00:00 AM,20:46:00,H,F,1.0,N,600 BLOCK W KOENIG LANE,N,,,30.32361,-97.723976
463,13913995.0,09/26/2015 12:00:00 AM,21:20:00,W,F,1.0,N,5600 BLOCK GUADALUPE,N,,,30.323656,-97.72373
464,13913996.0,09/26/2015 12:00:00 AM,22:21:00,W,F,1.0,N,5500 BLOCK GUADALUPE STREET,N,,,30.3223093,-97.7248959
465,13913997.0,09/27/2015 12:00:00 AM,6:09:00,W,F,1.0,N,5500 BLOCK AIRPORT BOULEVARD,N,,,30.318768,-97.71281
466,13913998.0,10/06/2015 12:00:00 AM,19:40:00,W,F,1.0,N,EAST KOEING LANE,N,,,30.3207819,-97.7136412
467,13913999.0,10/13/2015 12:00:00 AM,17:49:00,H,F,1.0,N,5700 BLOCK AIRPORT BOULEVARD,N,,,30.320951,-97.713005
468,13914220.0,04/21/2015 12:00:00 AM,3:55:00,H,M,1.0,N,1300 BLOCK SOUTH CONGRESS AVENUE,Y,3.0,5.0,30.275454,-97.74005
469,13914328.0,12/01/2015 12:00:00 AM,11:20:00,H,F,1.0,N,7500 BLOCK BLUFF SPRINGS,N,,,30.177917,-97.76979
470,13914329.0,12/01/2015 12:00:00 AM,12:40:00,H,F,1.0,N,2500 BLOCK SOUTH WILLIAM CANNON DRIVE,N,,,30.2062,-97.81309
471,13914554.0,01/10/2015 12:00:00 AM,11:14:00,H,F,5.0,N,700 BLOCK EAST WILLIAM CANNON DRIVE,N,,,30.191345,-97.77275
472,13916882.0,12/15/2015 12:00:00 AM,10:30:00,H,M,1.0,N,9000 BLOCK CAMERON ROAD,N,,,30.346945,-97.67724
473,13916883.0,12/15/2015 12:00:00 AM,13:20:00,H,M,1.0,N,6800 BLOCK BRODIE LANE,N,,,30.215176,-97.82974
474,13920010.0,10/10/2015 12:00:00 AM,11:35:00,W,M,1.0,N,1800 BLOCK BARTON SPRINGS RD,N,,,30.263834,-97.76369
475,13920011.0,10/10/2015 12:00:00 AM,12:00:00,W,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
476,13920012.0,10/10/2015 12:00:00 AM,12:18:00,H,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
477,13920013.0,10/10/2015 12:00:00 AM,12:38:00,H,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
478,13920014.0,10/10/2015 12:00:00 AM,12:35:00,W,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
479,13920015.0,10/10/2015 12:00:00 AM,13:05:00,B,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
480,13920016.0,10/10/2015 12:00:00 AM,13:18:00,W,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
481,13920017.0,10/10/2015 12:00:00 AM,17:58:00,H,M,1.0,N,1800 BLOCK BARTON SPRINGS ROAD,N,,,30.263834,-97.76369
482,13921630.0,02/22/2015 12:00:00 AM,22:45:00,H,M,2.0,N,5TH STREET,N,,,30.2713613,-97.7573185
483,13921631.0,02/22/2015 12:00:00 AM,23:01:00,ME,F,1.0,N,5TH STREET,N,,,30.2713613,-97.7573185
484,13921632.0,02/22/2015 12:00:00 AM,23:37:00,H,F,1.0,N,5TH STREET,N,,,30.2713613,-97.7573185
485,13921633.0,02/27/2015 12:00:00 AM,15:32:00,H,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
486,13921634.0,02/27/2015 12:00:00 AM,15:53:00,W,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
487,13921635.0,02/27/2015 12:00:00 AM,16:10:00,W,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
488,13921636.0,02/27/2015 12:00:00 AM,16:24:00,B,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
489,13921637.0,02/27/2015 12:00:00 AM,16:37:00,W,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
490,13921638.0,02/27/2015 12:00:00 AM,16:52:00,H,M,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
491,13921639.0,02/27/2015 12:00:00 AM,17:02:00,H,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
492,13922081.0,10/07/2015 12:00:00 AM,0:00:00,H,F,1.0,N,7700 BLOCK OF EAST RIVERSIDE DRIVE,N,,,30.2177836,-97.6902698
493,13924805.0,03/09/2015 12:00:00 AM,12:11:00,H,M,,N,400 BLOCK EAST RUNDBERG LANE,N,,,30.35977,-97.6911
494,13924806.0,03/13/2015 12:00:00 AM,14:20:00,H,F,5.0,N,12505 BLOCK  NORTH LAMAR BOULEVARD,N,,,30.406622,-97.67838
495,13924807.0,06/03/2015 12:00:00 AM,13:09:00,W,F,5.0,N,12612 NORTH LAMAR BOULEVARD,N,,,30.40984,-97.677956
496,13924808.0,07/06/2015 12:00:00 AM,15:01:00,B,M,5.0,N,1700 BLOCK WEST BRAKER LANE,N,,,30.390175,-97.70294
497,13924809.0,07/15/2015 12:00:00 AM,14:45:00,W,M,5.0,N,9400 BLOCK DESSAU ROAD,N,,,30.350864,-97.675995
498,13925057.0,01/02/2015 12:00:00 AM,12:30:00,W,M,1.0,N,9100 METRIC BLOUVARD,N,,,30.37241,-97.72129
499,13927802.0,08/25/2015 12:00:00 AM,15:10:00,W,F,1.0,N,2600 BLOCK GUADALUPE STREET,N,,,30.290491,-97.741295
500,13928035.0,10/08/2015 12:00:00 AM,22:30:00,W,M,1.0,N,EMPLOYEE AVENUE,N,,,30.2097212,-97.6645554
501,13928036.0,10/19/2015 12:00:00 AM,23:25:00,W,F,,N,SOUTH IH 35,N,,,30.181168,-97.77729599999999
502,13928037.0,10/19/2015 12:00:00 AM,23:25:00,H,F,1.0,N,SOUTH IH 35,N,,,30.181168,-97.77729599999999
503,13928038.0,11/15/2015 12:00:00 AM,1:30:00,H,M,1.0,N,1800 BLOCK EAST WILLIAM CANNON,N,,,30.18839,-97.7648
504,13928039.0,12/10/2015 12:00:00 AM,23:45:00,W,M,1.0,N,9500 BLOCK HOTEL DRIVE,N,,,30.2111868,-97.6621534
505,13928485.0,06/08/2015 12:00:00 AM,18:24:00,ME,M,5.0,N,9600 BLOCK NORTH LAMAR BOULEVARD,N,,,30.365393,-97.69572
506,13928486.0,06/10/2015 12:00:00 AM,17:31:00,B,F,5.0,N,1100 BLOCK OF EAST BRAKER LANE,N,,,30.27063,-97.733284
507,13928488.0,06/10/2015 12:00:00 AM,21:54:00,H,M,1.0,N,1200 BLOCK RUTLAND DRIVE,N,,,30.3685561,-97.70404409999999
508,13930806.0,05/26/2015 12:00:00 AM,12:40:00,B,M,8.0,Y,1700 BLOCK BURTON DRIVE,Y,3.0,6.0,30.237408,-97.727646
509,13931386.0,03/28/2015 12:00:00 AM,13:35:00,W,F,1.0,N,1000 BLOCK DEAN KEETON,N,,,30.287138,-97.7263251
510,13931387.0,04/04/2015 12:00:00 AM,1:03:00,W,,1.0,N,MIDDLE FISKVILLE ROAD,Y,1.0,5.0,30.32254979999999,-97.7107467
511,13931815.0,02/05/2015 12:00:00 AM,15:10:00,W,F,1.0,N,2200 BLOCK BARTON SPRINGS ROAD,N,,,30.266108,-97.76876
512,13931890.0,10/10/2015 12:00:00 AM,22:27:00,B,M,1.0,N,9900 BLOCK HOTEL DRIVE,N,,,30.2092453,-97.6604871
513,13932355.0,03/29/2015 12:00:00 AM,2:08:00,H,M,1.0,N,1100 BLOCK IH 35 SERVICE ROAD,N,,,30.24712289999999,-97.7360219
514,13932356.0,04/28/2015 12:00:00 AM,16:00:00,B,M,1.0,N,6900 BLOCK ED BLUESTEIN BOULEVARD,Y,6.0,5.0,30.311113,-97.66214
515,13932357.0,05/14/2015 12:00:00 AM,19:06:00,B,M,1.0,N,3000 BLOCK EAST CESAR CHAVEZ STREET,N,,,30.25229,-97.7107
516,13932534.0,06/09/2015 12:00:00 AM,14:20:00,B,M,1.0,N,RIDGEWAY DRIVE AT,N,,,30.2735622,-97.704381
517,13932535.0,06/11/2015 12:00:00 AM,22:00:00,H,M,1.0,N,6600 BLOCK MANOR ROAD,N,,,30.309025,-97.66902
518,13932575.0,02/20/2015 12:00:00 AM,13:59:00,W,M,,N,7600 BLOCK SHOAL CREEK BOULEVARD,N,,,30.354765,-97.74041
519,13932576.0,04/28/2015 12:00:00 AM,12:56:00,W,F,5.0,N,FOREST MESA DRIVE,N,,,30.3682648,-97.7489305
520,13932577.0,05/23/2015 12:00:00 AM,14:21:00,W,F,5.0,N,9300 BLOCK RESEARCH BOULEVARD,N,,,30.380087,-97.74056
521,13932578.0,05/25/2015 12:00:00 AM,10:56:00,H,M,1.0,N,BALCONES DRIVE,N,,,30.3325946,-97.76074260000001
522,13933043.0,01/26/2015 12:00:00 AM,2:39:00,W,M,1.0,N,RED RIVER STREET AT,N,,,30.2847751,-97.7274905
523,13933044.0,01/26/2015 12:00:00 AM,21:14:00,W,M,1.0,N,RED RIVER STREET,N,,,30.2847751,-97.7274905
524,13933133.0,02/16/2015 12:00:00 AM,23:37:00,W,M,1.0,N,5TH STREET,N,,,30.2713613,-97.7573185
525,13933134.0,02/27/2015 12:00:00 AM,19:15:00,H,F,1.0,N,1600 BLOCK RIVERSIDE DRIVE,N,,,30.24547,-97.73084
526,13933136.0,03/03/2015 12:00:00 AM,8:12:00,H,M,1.0,N,4000 BLOCK I H 35 SERVICE ROAD,N,,,30.2970305,-97.71888609999999
527,13933137.0,03/03/2015 12:00:00 AM,8:25:00,H,F,1.0,N,SOUTH  I H35 SERVICE ROAD,N,,,30.163413,-97.78912600000001
528,13933138.0,03/03/2015 12:00:00 AM,8:43:00,W,F,1.0,N,3700 BLOCK I H 35,N,,,30.2940151,-97.72065359999999
529,13933139.0,03/03/2015 12:00:00 AM,9:05:00,B,M,1.0,N,3700 BLOCK NORTH  IH 35,N,,,30.2940151,-97.72065359999999
530,13933297.0,03/15/2015 12:00:00 AM,16:22:00,W,M,1.0,N,300 BLOCK NORTH IH 35,N,,,30.263442,-97.736294
531,13933409.0,03/27/2015 12:00:00 AM,23:37:00,H,M,9.0,N,900 BLOCK JUNIPER STREET,N,,,30.270645,-97.731094
532,13933822.0,05/07/2015 12:00:00 AM,21:09:00,ME,M,1.0,N,8000 BLOCK IH 35,N,,,30.1772013,-97.78052819999999
533,13933823.0,07/31/2015 12:00:00 AM,3:29:00,B,M,1.0,Y,IH 35 SERVICE ROAD,N,,,30.4122579,-97.67458789999999
534,13933824.0,08/13/2015 12:00:00 AM,2:14:00,H,M,1.0,N,53RD STREET,N,,,30.3135011,-97.7138801
535,13933825.0,08/13/2015 12:00:00 AM,8:51:00,W,M,1.0,N,37TH STREET AT,N,,,30.3045954,-97.7445406
536,13933826.0,08/13/2015 12:00:00 AM,21:15:00,ME,M,1.0,N,53RD STREET,N,,,30.3135011,-97.7138801
537,13933827.0,09/12/2015 12:00:00 AM,22:34:00,W,M,1.0,N,53RD STREET,N,,,30.3135011,-97.7138801
538,13933828.0,10/01/2015 12:00:00 AM,22:27:00,H,M,1.0,N,6900 BLOCK IH 35 AT US HIGHWAY 290,N,,,30.1875304,-97.77357839999999
539,13933829.0,10/13/2015 12:00:00 AM,11:16:00,A,F,1.0,N,53RD STREET,N,,,30.3135011,-97.7138801
540,13934306.0,05/07/2015 12:00:00 AM,14:53:00,H,M,1.0,N,RUNDBERG LANE AT,N,,,30.35608299999999,-97.68460429999999
541,13934308.0,10/14/2015 12:00:00 AM,13:26:00,H,M,1.0,N,MOUNTAIN QUAIL ROAD,N,,,30.3736283,-97.7078842
542,13935515.0,02/23/2015 12:00:00 AM,19:29:00,H,M,5.0,N,10800 BLOCK RESEARCH BOULEVARD,N,,,30.400589,-97.74629
543,13935897.0,02/13/2015 12:00:00 AM,8:10:00,B,F,1.0,N,6900 BLOCK FM 969,N,,,30.283276,-97.654495
544,13935898.0,03/04/2015 12:00:00 AM,8:15:00,H,F,1.0,N,7600 BLOCK FM 969,N,,,30.2804611,-97.647027
545,13936028.0,11/28/2015 12:00:00 AM,2:55:00,H,M,1.0,N,GEORGIAN DRIVE,N,,,30.360886,-97.69337469999999
546,13936070.0,04/23/2015 12:00:00 AM,18:15:00,W,M,5.0,Y,600 BLOCK WEST HOWARD LANE,N,,,30.421274,-97.664604
547,13937008.0,01/24/2015 12:00:00 AM,13:44:00,H,M,1.0,N,1100 BLOCK NORTH IH 35,N,,,30.5185875,-97.68973009999999
548,13937009.0,03/30/2015 12:00:00 AM,13:23:00,ME,M,1.0,N,EAST 7TH STREET,N,,,30.2617417,-97.7187189
549,13937160.0,01/21/2015 12:00:00 AM,20:30:00,B,F,1.0,N,500 BLOCK BASTROP HIGHWAY,N,,,30.238264,-97.68745
550,13937161.0,03/19/2015 12:00:00 AM,1:10:00,B,M,1.0,N,6200 BLOCK LANGHAM STREET,N,,,30.22712,-97.70376
551,13940144.0,04/23/2015 12:00:00 AM,9:15:00,W,M,1.0,N,11200 BLOCK JOLLYVILLE ROAD,N,,,30.40947,-97.747574
552,13940145.0,05/07/2015 12:00:00 AM,8:50:00,B,M,1.0,N,2200 BLOCK SCOFIELD RIDGE PARKWAY,N,,,30.428577,-97.6908
553,13940146.0,10/29/2015 12:00:00 AM,10:50:00,O,M,1.0,N,10800 BLOCK ANDERSON MILL,N,,,30.447012,-97.81306
554,13940147.0,10/29/2015 12:00:00 AM,11:25:00,W,F,1.0,N,10800 BLOCK ANDERSON MILL ROAD,N,,,30.447012,-97.81306
555,13940148.0,10/29/2015 12:00:00 AM,12:41:00,W,F,1.0,N,10800 BLOCK ANDERSON MILL ROAD,N,,,30.447012,-97.81306
556,13940169.0,11/02/2015 12:00:00 AM,12:10:00,H,F,1.0,N,8428 JAMESTOWN,N,,,30.355133,-97.71019
557,13941805.0,05/19/2015 12:00:00 AM,7:57:00,H,M,5.0,N,EAST US HIGHWAY 290,N,,,30.2649227,-97.73501300000001
558,13941806.0,06/22/2015 12:00:00 AM,23:08:00,W,M,1.0,N,NORTH IH 35 SERVICE ROAD,N,,,30.3747519,-97.6764406
559,13941807.0,08/07/2015 12:00:00 AM,21:34:00,H,M,1.0,N,800 BLOCK EAST ANDERSON LANE SERVICE RD,N,,,30.338758,-97.6992
560,13942141.0,04/01/2015 12:00:00 AM,20:30:00,W,M,1.0,N,3000 BLOCK SOUTH LAMAR BOULEVARD,N,,,30.243046,-97.7832
561,13942142.0,04/01/2015 12:00:00 AM,21:05:00,W,F,1.0,N,3000 BLOCK SOUTH LAMAR BOULEVARD,N,,,30.243046,-97.7832
562,13942144.0,10/24/2015 12:00:00 AM,15:58:00,W,F,,N,WEST CESAR CHAVEZ,N,,,30.2663757,-97.7553353
563,13942145.0,12/12/2015 12:00:00 AM,14:45:00,H,F,1.0,N,4400 BLOCK NORTH IH 35,N,,,30.2118403,-97.75666439999999
564,13942918.0,01/25/2015 12:00:00 AM,19:44:00,H,M,5.0,Y,800 BLOCK EAST RUNDBERG LANE,N,,,30.357925,-97.68745
565,13942919.0,02/15/2015 12:00:00 AM,19:40:00,H,M,5.0,N,700 BLOCK EAST BRAKER LANE,N,,,30.377207,-97.67677
566,13946331.0,07/02/2015 12:00:00 AM,7:45:00,B,M,1.0,N,6600 BLOCK SOUTH IH 35,N,,,30.190721,-97.7708449
567,13947011.0,12/01/2015 12:00:00 AM,7:45:00,W,M,1.0,N,MANCHACA,N,,,30.1405249,-97.8330491
568,13947012.0,12/01/2015 12:00:00 AM,8:48:00,W,F,1.0,N,OLTORF,N,,,30.2253084,-97.725376
569,13947013.0,12/01/2015 12:00:00 AM,9:51:00,H,M,1.0,N,LIVE OAK STREET,N,,,30.2389657,-97.7464191
570,13947014.0,12/01/2015 12:00:00 AM,10:18:00,B,M,1.0,N,SOUTH LAMAR BOULEVARD,N,,,30.2452745,-97.7800123
571,13947377.0,04/13/2015 12:00:00 AM,13:28:00,H,M,1.0,N,1700 BLOCK BOGGY CREEK,N,,,30.18514789999999,-97.7691304
572,13947378.0,11/18/2015 12:00:00 AM,8:06:00,H,F,1.0,N,BLUFF SPRINGS ROAD AT,N,,,30.1724736,-97.76860769999999
573,13948377.0,05/22/2015 12:00:00 AM,9:25:00,B,M,9.0,N,700 BLOCK PLEASANT VALLEY ROAD,N,,,30.24432,-97.71605
574,13948378.0,10/21/2015 12:00:00 AM,7:50:00,H,M,1.0,N,2200 BLOCK TERI ROAD,N,,,30.200806,-97.75041
575,13951130.0,07/07/2015 12:00:00 AM,9:05:00,H,F,1.0,N,5100 BLOCK BEN WHITE BOULEVARD,N,,,30.213388,-97.72011
576,13951131.0,09/09/2015 12:00:00 AM,16:15:00,B,M,1.0,N,5500 BLOCK S IH35,Y,1.0,5.0,30.202151,-97.764748
577,13951132.0,09/15/2015 12:00:00 AM,13:57:00,H,F,1.0,N,8900 BLOCK NORTH IH,N,,,30.3093886,-97.7105208
578,13951133.0,11/24/2015 12:00:00 AM,18:11:00,H,F,1.0,N,CAMERON ROAD,N,,,30.3290729,-97.69044269999999
579,13951737.0,09/07/2015 12:00:00 AM,15:45:00,W,M,5.0,N,WEST BEN WHITE BOULEVARD SERVICE ROAD,N,,,30.2284888,-97.77985249999999
580,13951848.0,06/16/2015 12:00:00 AM,0:44:00,W,M,1.0,N,LA CROSSE,N,,,30.19604349999999,-97.9034588
581,13951849.0,06/20/2015 12:00:00 AM,4:00:00,W,M,1.0,N,WEST BEN WHITE BOULEVARD SERVICE ROAD,N,,,30.2284888,-97.77985249999999
582,13952891.0,09/03/2015 12:00:00 AM,13:54:00,B,M,1.0,N,LAKELINE BOULEVARD,N,,,30.482683,-97.78697389999999
583,13952892.0,09/06/2015 12:00:00 AM,9:59:00,W,F,1.0,N,PECAN PARK,N,,,30.4650349,-97.80076869999999
584,13952893.0,10/09/2015 12:00:00 AM,13:09:00,,F,1.0,N,9720 ANDERSON MILL ROAD,N,,,30.4477172,-97.7980922
585,13952895.0,10/21/2015 12:00:00 AM,9:20:00,W,M,1.0,N,7340 MCNEIL,N,,,30.435394,-97.76654
586,13952896.0,11/07/2015 12:00:00 AM,9:50:00,W,F,1.0,N,9900 SPECTRUM,N,,,30.481426,-97.76766
587,13952897.0,11/07/2015 12:00:00 AM,13:33:00,W,F,5.0,N,11241 LAKELINE BOULEVARD,N,,,30.480045,-97.7974014
588,13952898.0,11/16/2015 12:00:00 AM,11:17:00,W,M,1.0,N,9800 BLOCK NORTH FM 620,N,,,30.43024,-97.84208
589,13952899.0,12/08/2015 12:00:00 AM,0:00:00,W,F,1.0,N,LEGENDARY,N,,,30.4376047,-97.7326778
590,13953558.0,02/15/2015 12:00:00 AM,7:48:00,W,F,1.0,N,2500 BLOCK CHAPPARAL TRAIL,N,,,30.19611,-97.74889
591,13953991.0,06/13/2015 12:00:00 AM,12:22:00,H,M,5.0,N,2300 BLOCK NORTH IH 35,N,,,30.5338096,-97.6929885
592,13954113.0,01/06/2015 12:00:00 AM,17:50:00,W,M,1.0,N,2200 BLOCK VETERANS BOULEVARD,N,,,30.277025,-97.77212
593,13954167.0,01/23/2015 12:00:00 AM,13:55:00,W,M,1.0,N,2100 BLOCK BARTON SPRINGS ROAD,N,,,30.2660703,-97.76913479999999
594,13954169.0,01/24/2015 12:00:00 AM,11:29:00,W,M,1.0,N,2600 BLOCK BARTON SPRINGS ROAD,N,,,30.2686236,-97.77154
595,13954861.0,10/04/2015 12:00:00 AM,16:00:00,H,M,1.0,N,1700 BLOCK BARTON SPRINGS ROAD,N,,,30.263115,-97.76282
596,13954862.0,10/04/2015 12:00:00 AM,16:10:00,H,F,,N,1700 BLOCK BARTON SPRINGS ROAD,N,,,30.263115,-97.76282
597,13955330.0,06/23/2015 12:00:00 AM,2:52:00,B,F,1.0,Y,13800 TO 13200 BLOCK NORTH IH 35,N,,,30.4164283,-97.6739294
598,13955331.0,06/24/2015 12:00:00 AM,6:10:00,W,F,1.0,N,3000 THRU 2000 NORTH IH 35 LOWER DECK,N,,,30.5284024,-97.6914473
599,13955332.0,06/24/2015 12:00:00 AM,0:00:00,H,F,1.0,Y,CAMERON ROAD,N,,,30.3290729,-97.69044269999999
600,13955637.0,04/13/2015 12:00:00 AM,12:25:00,W,M,1.0,N,GUADALUPE STREET,N,,,30.3128316,-97.731653
601,13955638.0,05/21/2015 12:00:00 AM,17:20:00,W,M,1.0,N,500 BLOCK CONGRESS AVENUE,N,,,30.267172,-97.74317
602,13955639.0,06/14/2015 12:00:00 AM,0:01:00,B,M,1.0,N,1000 BLOCK NORTH I H 35,N,,,30.5159164,-97.68952949999999
603,13956177.0,02/11/2015 12:00:00 AM,17:07:00,W,F,1.0,N,SOUTH I H 35 SERVICE ROAD,N,,,30.1587377,-97.7910009
604,13956178.0,02/12/2015 12:00:00 AM,14:56:00,W,M,1.0,N,IH 35 SERVICE ROAD,N,,,30.4122579,-97.67458789999999
