FID,the_geom,TRACT,FIPS,POP2000,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,MALES,FEMALES,AGE_UNDER5,AGE_5_17,AGE_18_21,AGE_22_29,AGE_30_39,AGE_40_49,AGE_50_64,AGE_65_UP,MED_AGE,HOUSEHOLDS,AVE_HH_SZ,FAMILIES,AVE_FAM_SZ
Austin_Census_Tracts_9Gg.1,"MULTIPOLYGON (((-97.7238360305228 30.372049919972824, -97.72360805449159 30.371944957401272, -97.72353702090416 30.37191203124427, -97.72344091663881 30.371868073988985, -97.72314591832863 30.371737037912396, -97.72292496208723 30.371641936474155, -97.72247903829597 30.371451065046266, -97.72216699192481 30.37132203462391, -97.7219269819682 30.371221083360822, -97.72178792327468 30.37116291938805, -97.7216040716366 30.371087038802884, -97.72129703940102 30.370953997072057, -97.72105502379019 30.37083298926664, -97.72082403927762 30.37070095036293, -97.72060107738199 30.370557044671674, -97.72038797661968 30.37040595205275, -97.72018406843927 30.370243995473395, -97.72005503801691 30.370131010284904, -97.71999302987354 30.37007201062287, -97.71981101675183 30.36989200315541, -97.71963903190131 30.36970397307102, -97.71947991666545 30.369506917542573, -97.71932899118438 30.369307020670632, -97.71920597772473 30.369138044301458, -97.71871693236746 30.36804797122554, -97.71861297262302 30.367562937176736, -97.71859492173492 30.367497920551997, -97.71855397296098 30.367355017687856, -97.71852906942091 30.367259080560355, -97.71846706127752 30.366982968827543, -97.71841591709457 30.366700004442762, -97.71840605596125 30.366651033051895, -97.71829607925412 30.36587300634714, -97.71827201140331 30.365710046940666, -97.71824192658981 30.36551399423934, -97.71822203718533 30.36541304297625, -97.71817406862158 30.365165010402706, -97.71807395304775 30.364723933609184, -97.7179420812819 30.36421199036608, -97.71780502824261 30.363721942181687, -97.7177289805196 30.36346705695618, -97.71766296106773 30.363253956193866, -97.71762401794804 30.36313996817826, -97.71758992182606 30.36300692644744, -97.71736796275755 30.362258984556185, -97.71681707639475 30.360392054740487, -97.71653795618059 30.359430009259807, -97.71617794124566 30.358204053109567, -97.71597102458391 30.357425023577697, -97.71585503091407 30.357003000499393, -97.71582795458191 30.356906060544773, -97.7158120764859 30.35684605805562, -97.71549401315204 30.355762001942402, -97.71543401066289 30.355574974685126, -97.71538804775336 30.35540098418037, -97.71523795796156 30.354884026801678, -97.71514101800693 30.354549918233943, -97.7149329313802 30.35390192477866, -97.71484401404253 30.35362397452947, -97.71471899492863 30.353232036264668, -97.71464595568696 30.35298199803689, -97.71431101142997 30.351909975849072, -97.71415106050485 30.351421933318917, -97.7138849770432 30.350593932396176, -97.71347398506317 30.34927304194555, -97.71335297725776 30.348915032664866, -97.71332707089057 30.348852021694363, -97.71324099489638 30.34864894920322, -97.71313202101636 30.348421975999127, -97.71302605561769 30.348227928952035, -97.71310895599268 30.3481869801781, -97.71316494717335 30.348166923635766, -97.71321007439361 30.348155056848213, -97.71325202599466 30.348151045539748, -97.71328394932455 30.348150042712632, -97.71331303131093 30.348154054021098, -97.71335197443064 30.348162076638033, -97.71337002531874 30.348166923635766, -97.71338406489838 30.348172940598467, -97.71339292320457 30.348177954734048, -97.71339994299439 30.34818296886963, -97.71340595995709 30.34818898583233, -97.71341097409267 30.34819500279503, -97.7134189967096 30.34821205085602, -97.71356708084718 30.348311999291987, -97.71358295894319 30.348383032879426, -97.71361605223805 30.34833005018009, -97.71365298970352 30.34827004769094, -97.71368691868763 30.34822893177915, -97.71372703177231 30.348190991486568, -97.7137599579293 30.348167926462878, -97.71380307949532 30.348153051193982, -97.71386893180933 30.348142020095697, -97.71393495126118 30.348149039885513, -97.71402102725537 30.348175949079817, -97.71414905485061 30.348232943087616, -97.71436700261064 30.348296956885235, -97.71447998779914 30.348311999291987, -97.71453297049847 30.348342919794753, -97.71465498113102 30.348399078113296, -97.71469693273207 30.348418967517777, -97.71488897412492 30.3485130661289, -97.71529896327783 30.348714968655074, -97.71616808011235 30.349131977597793, -97.71628607943643 30.34918796877848, -97.71664993854196 30.349356945147655, -97.71698605276393 30.349514054729276, -97.71731698571246 30.34967801696287, -97.71747392815622 30.34975205903166, -97.71774001161788 30.349874069664196, -97.71798403288295 30.349986052025567, -97.71818192410066 30.350086000461538, -97.71852505811245 30.350253974003593, -97.71858606342872 30.350283055989983, -97.71928804241044 30.350614991765628, -97.71957000396812 30.35075505328627, -97.71989491995394 30.350910992902925, -97.72008796417391 30.35099807172423, -97.72025994902444 30.351065929692467, -97.72067796079428 30.35126298522091, -97.7211190375878 30.351469066193403, -97.72188904167562 30.351829916817586, -97.72207707176001 30.351916995638888, -97.72258400086753 30.35214998580568, -97.72324703672956 30.352469051966665, -97.72344008094954 30.352562983439938, -97.72357696685098 30.352623988756207, -97.72367307111634 30.35267396297419, -97.72379107044041 30.352728951327762, -97.72401302950891 30.35283491672643, -97.72502705486181 30.353312930985417, -97.7255620631286 30.353566980521666, -97.72574207059607 30.353649045207387, -97.72589801021272 30.353725928619674, -97.72601901801815 30.353782922627474, -97.72645992767382 30.353990006427086, -97.72690000164022 30.354195920261727, -97.72699393311349 30.35424104748198, -97.72730497665754 30.35438996730882, -97.72736397631957 30.35441804646809, -97.7277880050521 30.354622957475613, -97.72850803492194 30.35496793000378, -97.72880403605924 30.355109997178655, -97.72906092693898 30.35523601911966, -97.72950300655963 30.355438924472953, -97.72974502217046 30.35555792662414, -97.7298730497657 30.355618931940413, -97.72995595014069 30.35565904502508, -97.7303039311502 30.35583303552984, -97.73045000963354 30.35590607477151, -97.73059692380616 30.355978946875325, -97.73065007364335 30.356055997425464, -97.73089292494345 30.35616797978684, -97.73079899347019 30.35645194699873, -97.73063904254506 30.35693296973907, -97.73060394359597 30.357038935137744, -97.7305720202661 30.357136042230216, -97.73050800646847 30.35737003522413, -97.73048494144479 30.35745694690758, -97.730327999001 30.35807602551433, -97.73019997140577 30.35856807935295, -97.72983293668103 30.360002957819184, -97.7293250047464 30.36188994417722, -97.72922204782908 30.36229792767589, -97.72915001141452 30.362582062025638, -97.7290859976169 30.362831933115565, -97.72899106331651 30.363194956531828, -97.72865896040301 30.36447005121079, -97.72825097690435 30.3660349629265, -97.72816306239378 30.36636907149423, -97.72805793268437 30.36679092743468, -97.72802901783584 30.36689004018139, -97.72801698391044 30.366923969165505, -97.72790199306772 30.367352009206506, -97.72781591707353 30.367675922365223, -97.72766699724669 30.3682849727008, -97.72742297598161 30.369237992737432, -97.72726904201919 30.36985306003571, -97.72694596454974 30.37110492255313, -97.72690401294868 30.37129094698329, -97.72694195324127 30.37138604842153, -97.72692206383678 30.37150805905407, -97.72690200729446 30.371641936474155, -97.72680707299406 30.372161066644935, -97.72677397969922 30.372360963516876, -97.72669793197619 30.372733012377193, -97.7266330824893 30.373001937182337, -97.72658996092329 30.373172919205743, -97.72656104607475 30.37328206022362, -97.7265399867053 30.37335392950032, -97.72628593716905 30.37323392452201, -97.72605394982938 30.373120939333525, -97.72586207557437 30.37302600503314, -97.72445393916459 30.37233906845816, -97.72419403980349 30.372212043690034, -97.7240690206896 30.37215605250935, -97.7238360305228 30.372049919972824)))",001818,48453001818,5944,6137,3724,326,44,121,3,1527,199,2849,3242,2702,461,917,468,1183,1084,759,562,510,29.6,2192,2.71,1313,3.23
Austin_Census_Tracts_9Gg.3,"MULTIPOLYGON (((-97.6989030741945 30.39199899266869, -97.69955307330402 30.39144192220533, -97.70032107173759 30.39087599343577, -97.70067908101828 30.390617932591056, -97.70077802662713 30.39053603504319, -97.7008570828315 30.390457981665932, -97.70091608249353 30.390397979176782, -97.70097107084712 30.390338979514745, -97.70107101928308 30.390194070996372, -97.70134295256958 30.389853945465937, -97.7016339395713 30.38946702133672, -97.70176998978346 30.389548083195326, -97.70184202619802 30.389586023487908, -97.7021490584336 30.389765028128252, -97.70230600087737 30.389854948293056, -97.70246896028385 30.389939018633008, -97.70276897272961 30.39008693563273, -97.70298207349192 30.390187051206556, -97.70307500213808 30.390230005634724, -97.70324798981572 30.390309061839098, -97.70340693791373 30.39037892546156, -97.70358694538118 30.3904559760117, -97.70399492887985 30.39061692976394, -97.70427404909401 30.39072406512758, -97.70497201676729 30.39098496731579, -97.70502800794796 30.39101003799371, -97.70525297549783 30.391108983602564, -97.70548095152904 30.3912069263843, -97.70563605545642 30.39127695714462, -97.70642594894873 30.391617918364318, -97.7065050051531 30.39165201448629, -97.70681604869715 30.391782047735763, -97.70766093054301 30.39214507115203, -97.70817103526974 30.39236402173919, -97.708282014804 30.39242201857411, -97.7080030617277 30.392879976290764, -97.7079049518081 30.393043938524354, -97.70772193585928 30.39333191704472, -97.70764605527413 30.393452924850138, -97.70758003582228 30.3935610630409, -97.70745401388126 30.393773996665356, -97.7074199177593 30.39383399915451, -97.70739000008365 30.393879962064027, -97.70736392657861 30.39391907232158, -97.70727200075957 30.394050944087432, -97.7072049784806 30.394146045525673, -97.70714698164568 30.39422493459219, -97.7070289823216 30.39439892509695, -97.706914994306 30.39456706577686, -97.70681604869715 30.394713979949465, -97.70676908296052 30.394794038980955, -97.70674100380124 30.394838999063353, -97.70666094476975 30.39496000686878, -97.70660796207042 30.39504106872738, -97.70649397405482 30.395220073367724, -97.70626800367783 30.39558192681902, -97.7061700608961 30.39573502509218, -97.70589194350906 30.39616507078742, -97.70585199756223 30.3962299202743, -97.70576692439516 30.39636095635089, -97.705515047651 30.396756070234893, -97.70539303701847 30.396944936008552, -97.70506695106766 30.397430972884475, -97.70478599233712 30.397866032715296, -97.7046649845317 30.398060079762388, -97.70450302795234 30.39830593954385, -97.7044610763513 30.398368950514353, -97.70427404909401 30.398660940343184, -97.70403103065605 30.39906608249835, -97.70393191790934 30.399234056040413, -97.70384701188013 30.399371944768966, -97.70378600656386 30.39946203207162, -97.70371296732219 30.399566994643173, -97.70366600158555 30.399637025403493, -97.70361602736757 30.39971507878075, -97.70357992559137 30.399774078442785, -97.70354900508859 30.39982405266077, -97.70323796154454 30.400326970459826, -97.70304993146016 30.400618960288657, -97.7028819579181 30.400878023960487, -97.70238706273598 30.401678948551073, -97.7022690634119 30.401828035515763, -97.70213000471838 30.401984977959536, -97.70205395699536 30.402062028509675, -97.7019790792373 30.40213105644288, -97.70187495235501 30.402213956817864, -97.70178202370886 30.4022849904053, -97.70167906679154 30.402359032474088, -97.70153800244378 30.402453966774473, -97.70140496071296 30.402542048422898, -97.70120606666814 30.40266305622832, -97.70104594860516 30.402758993355825, -97.70087697223599 30.40285793896468, -97.70039093536006 30.403145081795778, -97.70030302084949 30.403043963394836, -97.69980896135664 30.40241301800054, -97.69967692245294 30.4022520642483, -97.69956694574579 30.40212203099883, -97.69943507397994 30.401972944034135, -97.69936504321961 30.4018990691032, -97.69930303507623 30.401828035515763, -97.69924904954978 30.401774049989314, -97.69918603857927 30.401714047500157, -97.6991300473986 30.401666078936408, -97.69905199402133 30.40159504534897, -97.69890892401935 30.40147303471643, -97.69882401799012 30.401403003956112, -97.69877003246367 30.401359046700826, -97.69874897309423 30.401297038557438, -97.69842205145416 30.40107691800531, -97.69794604284941 30.40074397940255, -97.6978830318789 30.40073595678561, -97.69770101875721 30.40060792919037, -97.69761694841725 30.400544082530605, -97.69755293461964 30.400493941174766, -97.69748106534293 30.400432935858497, -97.6974309239871 30.4003879757761, -97.69739498934874 30.400347027002162, -97.69735905471039 30.400300061265526, -97.69732295293419 30.40024891708257, -97.69729002677718 30.400192925901887, -97.69725091651964 30.40011303400825, -97.69720194512877 30.400009074263814, -97.69712506171648 30.399815027216718, -97.69705001682058 30.399638028230612, -97.69701307935512 30.399561980507592, -97.69699201998566 30.399531060004826, -97.69695892669081 30.399475068824138, -97.69693201749651 30.399437964220816, -97.69691095812705 30.3994100521994, -97.69687702914294 30.399368936287615, -97.69683507754189 30.39933099599503, -97.69679496445721 30.399295061356682, -97.69672994783248 30.399244920000843, -97.69666192272639 30.39920397122691, -97.69653406226901 30.399131934812353, -97.69641205163647 30.399067921014733, -97.69622101307073 30.39896596692453, -97.69580199847377 30.398765067225472, -97.69544298636598 30.39858004562243, -97.6953940149751 30.39854996080893, -97.69533802379442 30.398509012034992, -97.69529707502048 30.398473077396645, -97.69525395345445 30.398434969966203, -97.69522102729746 30.39839702967362, -97.69517707004218 30.39834605262852, -97.69513795978462 30.39829106427495, -97.69511305624455 30.398245937054696, -97.69508297143105 30.398188943046893, -97.69505606223676 30.398121920767924, -97.69503801134864 30.398042028874286, -97.69503099155884 30.397979017903786, -97.69502698025036 30.39791600693328, -97.69503099155884 30.397824081114244, -97.69503801134864 30.397777951066875, -97.69505004527406 30.397706081790172, -97.69506391771583 30.397653934780102, -97.6950799629497 30.397602957735, -97.69510603645473 30.397555991998367, -97.69514598240156 30.397479944275343, -97.69540504607339 30.39699992436212, -97.69556900830698 30.396703923224823, -97.695771077971 30.396327027366773, -97.6961509823104 30.395634073829093, -97.69635906893713 30.39525099387049, -97.69651901986225 30.394964018177244, -97.69670303863818 30.394626065438896, -97.69683507754189 30.394389063963636, -97.69689006589546 30.394301985142327, -97.69696093234504 30.394217079113112, -97.69703698006806 30.394148051179908, -97.69709196842163 30.39410091830542, -97.69716099635484 30.394050944087432, -97.69725191934675 30.39400698683215, -97.69733498685959 30.393972055020917, -97.6974160487182 30.393946984342996, -97.69750897736435 30.3939200751487, -97.69761193428167 30.393885979026727, -97.69772007247242 30.39383600480874, -97.69782503504398 30.39377499949247, -97.69790592976473 30.393715999830434, -97.69797194921658 30.393655997341284, -97.6980090538199 30.393610034431767, -97.69804298280403 30.39355905738666, -97.6980919541949 30.393478998355175, -97.69814293124 30.393366013166684, -97.69818304432467 30.393280939999613, -97.69822198744437 30.393187008526347, -97.69826393904542 30.393084051609023, -97.69845397478404 30.392623921100284, -97.6985529203929 30.39241199030294, -97.69859905044027 30.392346973678205, -97.69866908120059 30.392251036550704, -97.6989030741945 30.39199899266869)))",001844,48453001844,3723,3906,2524,449,12,364,5,260,109,652,1881,1842,258,466,265,900,738,567,287,242,29.8,1607,2.19,770,2.97
Austin_Census_Tracts_9Gg.2,"MULTIPOLYGON (((-97.74160194858548 30.31533703803867, -97.74140205171355 30.315269012932582, -97.74120198770375 30.315200987826493, -97.74109201099661 30.315203996307844, -97.74087907737216 30.315102042217642, -97.74051003699319 30.31493908281117, -97.74039103484199 30.31488593297398, -97.7403470775867 30.314808046734576, -97.73964793994848 30.314452043108126, -97.73895298075657 30.314109076234196, -97.73875793088236 30.31401598045019, -97.7385899573403 30.31394294120852, -97.73842699793381 30.313869066277583, -97.7380729999616 30.31369992277056, -97.73803004553343 30.313677024884726, -97.73765899950024 30.31349400893592, -97.73759298004838 30.3134600799518, -97.73763593447654 30.31339305767283, -97.73769292848435 30.313318012776925, -97.73786691898911 30.313058949105095, -97.73824197633078 30.312519929529834, -97.73856104249177 30.312047932233547, -97.73931299569148 30.31099095245248, -97.74003904252402 30.30992996136295, -97.74060497129358 30.30904496643241, -97.74069305294199 30.308909919047352, -97.74108799968815 30.30828398778864, -97.74138500365255 30.307822018763517, -97.74145704006712 30.30771003640215, -97.74153492630651 30.307588025769608, -97.74186803204714 30.307068059909568, -97.74209099394275 30.306712056283118, -97.74238498942582 30.306251925774376, -97.74274400153362 30.30568599700482, -97.74280199836853 30.3055950740129, -97.74289492701469 30.30544799270244, -97.7429699719106 30.305328990551253, -97.74306891751945 30.3051730509346, -97.74283893583402 30.305069926879423, -97.74261296545703 30.304969978443452, -97.74251201419395 30.304927024015285, -97.74240203748681 30.304881061105768, -97.74192402322782 30.304664951862105, -97.74165994542041 30.304547955365152, -97.74142194111802 30.304442992793597, -97.74126900998272 30.304368950724808, -97.7411150760203 30.304295075793874, -97.74016105315656 30.303834945285132, -97.73973903007825 30.303641065375892, -97.7393469246756 30.303452032464385, -97.73928491653221 30.303423953305114, -97.73920502463858 30.303376987568477, -97.73854900856637 30.30301095567086, -97.73840994987283 30.30293306943146, -97.73827991662337 30.3028369651661, -97.73813901941345 30.302739022384365, -97.73826002721889 30.302538958374573, -97.73842298662535 30.302296942763725, -97.73864394286674 30.301970021123665, -97.7389280772165 30.301550003699596, -97.73915003628501 30.301218067923948, -97.73918496809624 30.301165920913874, -97.73969005868739 30.300326053203587, -97.73997603155351 30.299902024471052, -97.74005792910138 30.299771991221576, -97.74048496631526 30.29910093274261, -97.74061700521898 30.29888900194527, -97.74099306538776 30.29826006220521, -97.74121402162915 30.297885004863538, -97.74185599812174 30.296885019090276, -97.7419850285441 30.296684955080483, -97.74210403069527 30.296494919341857, -97.74242493537264 30.29599300436992, -97.74257903647292 30.29574296614214, -97.74280600967701 30.295393982305505, -97.7436819791635 30.29581901386516, -97.74379095304351 30.295895061588183, -97.74381602372144 30.295910939684198, -97.74386399228518 30.29593801601635, -97.74395207393361 30.295978964790283, -97.74425793620422 30.296121031965157, -97.74434902633399 30.296163986393324, -97.74492498337473 30.29643307833632, -97.74518304421943 30.29656394727506, -97.74590207126215 30.296892038880095, -97.7463770770398 30.297112995121488, -97.7468890202829 30.297374064447553, -97.74775796997957 30.2977750281564, -97.74810895947044 30.297951024315395, -97.74824801816396 30.298034927517495, -97.7483969379908 30.29812601764727, -97.74847398854094 30.29817398621102, -97.74850992317928 30.298206076678756, -97.74858195959385 30.29827092616564, -97.74868207516766 30.298365024776764, -97.74880107731886 30.29847800996525, -97.74894899431858 30.298656011778476, -97.74907802474094 30.29882097683918, -97.74884202609279 30.29890805566049, -97.74864597339146 30.29896504966829, -97.7484960507375 30.298990956035475, -97.7483459609457 30.299020038021858, -97.74814305559241 30.299034077601494, -97.74788098343923 30.29902605498456, -97.74768693639213 30.29902605498456, -97.74744492078129 30.299046947216162, -97.74734697799956 30.299083048992365, -97.74727093027653 30.299125000593413, -97.74719906099983 30.29917998894698, -97.74714507547338 30.2992379857819, -97.74708891715484 30.29931202785069, -97.74705097686225 30.29938205861101, -97.74701805070525 30.299461950504643, -97.74700100264427 30.299566077386935, -97.7470090252612 30.29968307388389, -97.74702991749281 30.299778008184276, -97.74707203623171 30.2998689311762, -97.7471350472022 30.29996904675002, -97.74720791930604 30.300045930162305, -97.74726307479744 30.300086043246978, -97.74730502639851 30.300116963749744, -97.74750993740602 30.300240980036516, -97.74776799825074 30.30036800480464, -97.74792794917586 30.30045307797171, -97.74808806723884 30.30055904337038, -97.74830902348023 30.300740053664956, -97.74849304225616 30.300930925092846, -97.74864095925588 30.30107900923042, -97.74885004870973 30.301248988426714, -97.74902203356025 30.301418967623004, -97.74915708094531 30.301598975090464, -97.74927992726711 30.301832968084373, -97.74939107393922 30.302098048718904, -97.74946394604304 30.30224696854574, -97.74957492557729 30.302438007111483, -97.74967303549688 30.302512049180272, -97.749832986422 30.302586926938325, -97.75002302216063 30.302603974999307, -97.75008202182266 30.302678017068096, -97.75012798473219 30.302745039347066, -97.75016007519991 30.30284498778304, -97.75016007519991 30.302953961663057, -97.75012798473219 30.303040037657247, -97.75008101899554 30.3031120740718, -97.75002302216063 30.303171073733836, -97.74993895182067 30.303230073395873, -97.74985404579145 30.30329993701834, -97.74975593587186 30.303393032802347, -97.74967704680535 30.303474930350216, -97.74960300473656 30.303566020479987, -97.74953899093894 30.303689033939644, -97.7494920252023 30.303807033263716, -97.74945492059898 30.303910993008152, -97.74941798313351 30.304005927308538, -97.74935497216302 30.304120082462, -97.74926605482533 30.304237078958955, -97.74919301558366 30.30432800195087, -97.74911395937929 30.30442293625126, -97.74904493144608 30.304496978320046, -97.7489740649965 30.304568011907485, -97.74889701444636 30.304639045494923, -97.7488309949945 30.304686011231556, -97.74875996140707 30.30473598544954, -97.74865600166262 30.304802004901397, -97.74859399351925 30.304835933885514, -97.74850507618156 30.304888916584847, -97.74845593765284 30.30491298443565, -97.74838306554902 30.30496797278922, -97.74829899520907 30.30502296114279, -97.74823498141144 30.305070929706538, -97.74815107820935 30.305122073889493, -97.74805497394398 30.30517004245325, -97.74785106576358 30.305280019160385, -97.7476909477006 30.30536893649807, -97.74757595685789 30.305443981393974, -97.7474990734456 30.305492952784846, -97.74740998897006 30.305576020297682, -97.74736502888766 30.3056340171326, -97.74733293841992 30.305707056374274, -97.7472929924731 30.305777922823857, -97.74728296420193 30.305846950757058, -97.7472929924731 30.30592600696143, -97.74731204618831 30.306005063165802, -97.74739594939042 30.306201951556393, -97.74747600842191 30.306406026874654, -97.74758097099347 30.30660207957598, -97.74765100175378 30.306726931552017, -97.74773106078527 30.306837075397006, -97.74779708023712 30.30693902948721, -97.74780894702468 30.306976969779797, -97.74782398943142 30.30701206872888, -97.74783702618394 30.307035969441834, -97.74788399192057 30.307079926697117, -97.74792193221316 30.30711903695467, -97.74799597428195 30.30719491753984, -97.74806399938804 30.307262942645927, -97.74814104993817 30.307332973406247, -97.74817197044094 30.30736807235533, -97.74820004960021 30.30742406353602, -97.7482199390047 30.307470026445536, -97.7482319729301 30.307514986527938, -97.74824099837414 30.30756195226457, -97.74824801816396 30.30761393213679, -97.748257043608 30.30764501977741, -97.74827793583961 30.307684965724228, -97.74829698955483 30.307740956904915, -97.74831504044293 30.307805973529653, -97.74832908002257 30.307861964710337, -97.7483459609457 30.307926981335072, -97.74835699204398 30.308000020576742, -97.74838707685748 30.30807707112688, -97.74845794330707 30.3082009202758, -97.74855404757243 30.308382933397496, -97.74860703027176 30.30847903766285, -97.74868591933829 30.308638988587973, -97.74869293912809 30.308670076228594, -97.74869594760945 30.308692974114425, -97.74869193630099 30.3087840642442, -97.74869394195521 30.308819998882548, -97.74871800980601 30.308920950145634, -97.74874592182744 30.30900903179406, -97.74877199533248 30.309135053735062, -97.74879104904768 30.309259070021838, -97.74881795824199 30.30939695875039, -97.74883500630297 30.30954404006085, -97.7488809692125 30.309879987144967, -97.74892492646778 30.31033794486162, -97.7489319462576 30.310632943171797, -97.7489319462576 30.31094298388873, -97.7489319462576 30.31129698186095, -97.74887595507691 30.31167304202973, -97.74884002043855 30.312057960504717, -97.74880391866235 30.312464941176266, -97.74880391866235 30.312850026789103, -97.74888498052096 30.313094048054182, -97.74894799149146 30.313344921971225, -97.74899696288233 30.313611005432872, -97.749070002124 30.31388193589225, -97.74910593676235 30.314184956819364, -97.74915407246395 30.31471595377769, -97.74916092511592 30.3148869358011, -97.7491779731769 30.315279041203752, -97.7491659392515 30.315726970649237, -97.74915407246395 30.3159459212364, -97.74913000461315 30.316122920222504, -97.74909306714768 30.31632498988653, -97.74893094343048 30.3167329733852, -97.74886793245997 30.316906963889956, -97.74882698368604 30.31706992329643, -97.74881394693352 30.317182072795656, -97.7488189610691 30.31730207777396, -97.74884503457415 30.317433949539815, -97.74887695790402 30.317538076422107, -97.74891305968022 30.31762699375979, -97.74895801976263 30.31772393371441, -97.74904292579184 30.31788304895027, -97.74909707845615 30.31801391788901, -97.74913000461315 30.31814996810118, -97.74913501874873 30.318261950462556, -97.74914103571143 30.318373932823924, -97.74914404419279 30.31857700531507, -97.74904192296474 30.318687984849326, -97.74903406748565 30.318797961556463, -97.74887394942267 30.318736956240194, -97.74832908002257 30.318530039578434, -97.7482269587945 30.318489926493765, -97.74783000639412 30.318325964260175, -97.74763595934704 30.31823102995979, -97.74748302821173 30.318145956792716, -97.74738792677348 30.318099993883198, -97.74687798918461 30.317841933038487, -97.74668695061887 30.317742987429632, -97.74624503813608 30.317517017052655, -97.74610096530698 30.317449994773682, -97.74602207624046 30.317420077098035, -97.74592196066664 30.317387986630298, -97.74585393556055 30.31736793008796, -97.74578407193808 30.317352051991946, -97.74568897049984 30.31732998979538, -97.74561008143333 30.317304083428198, -97.74554707046282 30.317279012750276, -97.74547302839403 30.31724408093904, -97.7452649417673 30.31714396536522, -97.74513307000146 30.31707694308625, -97.74439699489776 30.316710075499365, -97.74432495848319 30.316673973723162, -97.7442470722438 30.316632022122114, -97.74336491865675 30.316193953809943, -97.74248493786179 30.31576006394409, -97.74199405398814 30.31551303419766, -97.74179800128681 30.31542495254924, -97.74160194858548 30.31533703803867)))",000204,48453000204,2872,3079,2549,47,11,106,3,93,63,232,1491,1381,101,190,290,769,672,431,264,155,31,1663,1.71,460,2.55
